seq mean median rmse sse std
0061 0.011755849385561321 0.010162729022044105 0.014046291914770056 0.10496270440722523 0.007687543286312746
0062 0.00855986514480184 0.007556040579195143 0.010249483121045063 0.07133024298479101 0.0056374296404828154
0063 0.012065098864361736 0.011413222875201044 0.013661993050716437 0.12430893604247092 0.006409636769037803
0064 0.00953814145620392 0.008797034996654917 0.011017138723544673 0.08095868955110297 0.0055137286127693785
0065 0.00914143672429128 0.00835784852406324 0.010443794880989387 0.07111549918854944 0.005050444151949295
0066 0.008678892298825661 0.007624503821967324 0.01014960876765442 0.08241164650915798 0.005262260598054045
0067 0.012136490639111519 0.009269360319608202 0.01788140373754874 0.2711434204821883 0.013132029340204073
0068 0.014868413111035353 0.012850324072278138 0.01729878360560958 0.26423590826836313 0.008841844026745713
0069 0.008759961725185762 0.007171590598385474 0.012346496202339517 0.11935736331544278 0.0087005194699894
0070 0.00884655439763569 0.008129255561035368 0.010050020444913828 0.10251795460733373 0.004768792953448347
0071 0.010348390691869665 0.010018262939381257 0.011384127177505221 0.12311843401393235 0.004744382118046384
0072 0.005752562713436475 0.004990162986271975 0.006864799866054971 0.04189454923167864 0.0037461312615775662
0073 0.0076997994395341255 0.007050510136780744 0.00860588222381771 0.05317594795445915 0.0038437348297159666
0074 0.005531380205028053 0.004656090980247038 0.006601382102658828 0.039525468818430984 0.0036030651801942336
0075 0.008169116495543692 0.006712069348339563 0.009845336296576777 0.06717293822733564 0.005495105319730284
0076 0.007091366449983921 0.006174679134928849 0.008251888558395645 0.05876483270529617 0.004219737746853877
0077 0.007547215979170696 0.007199076189845414 0.00847054487982703 0.05582160157658553 0.003845732898280175
0078 0.0073375136158961 0.006632410025063825 0.008396557252901279 0.04850549550645936 0.004082042091623801
0079 0.0073785591167477215 0.006720686431906636 0.00830585624988761 0.054361951458512095 0.0038136745278610448
0080 0.006411523404411284 0.00588922649334843 0.007240871161868709 0.04126257934884936 0.0033649045777656515
0081 0.009643548381182176 0.008724327346325384 0.010857731476555594 0.11600408749191435 0.004989219120943153
0082 0.008186994377025445 0.007357913875217753 0.009251288213153793 0.06350505953330601 0.004308068786984724
0083 0.006692935161044328 0.006021889211081559 0.007541653766435791 0.05414646753922099 0.0034757963782206364
0084 0.009667034003119681 0.008834651450962105 0.011094353997837652 0.12123842026989626 0.0054436333649378115
0085 0.007000198747140381 0.006599202197197754 0.007444165553783555 0.04926446910421034 0.002532354298409259
0086 0.009924858604974524 0.009408208703852934 0.011091093646752431 0.1102190730198048 0.004950711055221794
0087 0.005727759013360251 0.005186554040754061 0.006443826912364957 0.039322191296863394 0.002952233385318529
0088 0.00840060545369186 0.007442474032949956 0.009816481444213213 0.04355621519095121 0.005078694316060464
0089 0.007859021145979535 0.007158163827569886 0.008850797195480316 0.06791784173311778 0.004070920979651749
0090 0.007212393164603489 0.006464801148688645 0.008323882632875966 0.05827038557423697 0.0041555272740140935
0091 0.0074822299703144034 0.0070860659981415615 0.008533906274695332 0.0647436975553978 0.004104118781981498
